time, GPS_numSat, GPS_coord[0], GPS_coord[1], GPS_altitude, GPS_speed (m/s), GPS_ground_course, axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisD[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
71103720,5,1.3278939,103.7859433,57,40.34,84.1,-1,-3,3,7,6,-5,-1,-1,0,-13,29,0,1526,1.639,1023,-7,21,-1,-6006,1012,2616,1073,1073,1102,1084, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
71384343,5,1.3279016,103.7860161,58,40.72,84.2,3,-3,0,5,1,-2,3,0,0,-7,48,0,1505,1.648,1023,-8,34,0,-2845,-711,1318,1002,1023,1072,1065, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
71504584,5,1.3279093,103.7860889,60,40.96,83.8,-2,0,5,7,0,0,-2,6,0,-8,41,0,1497,1.657,1023,-3,26,-2,-1690,848,1060,1045,994,1031,1025, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
71704746,5,1.3279173,103.7861613,62,40.51,84,2,-1,14,9,0,3,4,-2,0,-8,41,-1,1478,1.657,1023,-8,28,-5,-455,1581,738,979,917,975,1071, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
71895029,5,1.3279266,103.7862337,63,40.43,83.2,0,-1,3,10,0,7,2,-4,0,-4,24,-1,1470,1.666,1023,-2,17,-2,1643,2063,663,952,928,959,1038, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
72105256,5,1.3279378,103.7863062,64,40.67,81.9,1,0,2,10,0,9,0,0,0,-4,0,-1,1508,1.657,1023,-4,-1,-1,-824,1338,1913,1046,989,1052,1099, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
72386192,5,1.3279509,103.7863791,64,40.84,80.5,-1,0,-6,9,0,9,-3,-3,0,-4,-1,-1,1561,1.639,1023,-1,0,2,-1744,1377,3419,1141,1148,1149,1179, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
72496074,5,1.3279657,103.7864533,65,41.4,79.2,-4,0,1,10,0,8,-5,0,0,-4,-2,-1,1574,1.639,1023,2,-2,-1,-1300,1531,3777,1207,1150,1166,1200, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
72696027,5,1.3279827,103.7865297,65,42.73,78.2,1,-1,-2,9,1,7,-2,-5,0,-4,-2,-1,1637,1.604,1023,-4,0,0,-2542,1180,5115,1287,1293,1304,1351, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
72896582,5,1.3280019,103.7866094,65,44.22,76.9,0,0,-8,6,1,5,-2,-7,0,-3,-3,-1,1657,1.595,1023,-1,-2,2,-3052,1123,5495,1321,1361,1347,1368, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
73106464,5,1.3280231,103.7866929,65,46.89,76.1,0,-1,0,9,3,5,-3,-2,0,-3,-4,-3,1690,1.569,1023,-1,-2,-2,-4300,1156,-181,1418,1391,1417,1439, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
73286583,7,1.3280231,103.7866929,65,48.77,75.6,0,-2,-2,7,4,4,1,-1,0,0,-7,-3,1726,1.56,1023,-1,-2,0,-3048,682,6117,1470,1465,1508,1515, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
73396777,7,1.328046,103.7867778,66,48.77,75.6,1,0,3,7,4,3,4,-2,0,0,-3,-3,1758,1.533,1023,-2,-2,-3,-4548,50,3279,1547,1503,1575,1594, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
73496744,7,1.3280706,103.7868676,66,50.81,75,3,0,-1,6,4,3,2,2,0,3,-2,-3,1780,1.533,1023,-3,-2,-1,-5056,74,2020,1592,1549,1639,1618, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
73706691,7,1.3280965,103.7869614,67,53.21,74.7,-3,1,3,7,4,6,-1,1,0,12,-2,-3,1818,1.506,1012,14,-5,-4,-4753,-592,925,1713,1630,1675,1687, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
73907028,7,1.3281229,103.7870599,68,55.79,74.8,0,0,-2,1,4,6,-2,1,0,15,-2,-3,1847,1.515,1012,9,-2,0,-5048,-2477,6026,1761,1714,1737,1729, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
74107079,7,1.3281486,103.7871622,68,57.93,75.4,1,0,1,3,3,5,0,0,0,8,-4,-3,1886,1.48,1012,1,-3,-3,-4851,-2061,9820,1829,1780,1818,1832, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
74397143,7,1.3281729,103.7872685,69,59.83,76.7,0,1,0,12,5,7,0,0,0,0,-2,-3,1952,1.436,1012,0,-7,-2,-5399,947,962,1955,1881,1979,1981, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
74507374,7,1.3281966,103.7873783,71,61.56,77.7,0,0,2,9,4,9,1,0,0,-3,-1,-3,1965,1.409,1012,-2,-2,-6,-4639,55,1529,1991,1907,1986,2017, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
74717329,7,1.3282211,103.7874909,72,63.69,77.9,10,0,3,14,0,8,5,-1,0,-53,-7,-3,1552,1.622,1023,-44,-4,-3,-4200,2305,-7268,1088,1036,1177,1243, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
74917284,7,1.3282463,103.7875999,73,64.74,77.6,49,-30,-43,74,-21,-6,1,-1,0,-138,-50,0,1361,1.648,1023,-142,-2,15,-3492,13561,-8142,189,695,1044,1063, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
75117593,7,1.3282761,103.7876983,75,60.12,76.4,0,-18,-72,130,-89,-47,-7,10,0,-172,-43,14,1472,1.586,1023,-120,-8,33,514,25204,4013,144,1201,1332,1221, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
75397832,7,1.3283176,103.787779,76,54.55,69.9,-8,11,-12,81,-51,-66,16,20,0,-167,-32,7,1570,1.577,1012,-107,-32,8,-2418,21227,12319,717,1196,1531,1247, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
75508152,7,1.3283717,103.7878386,77,48.32,55.5,-27,3,-6,61,-45,-73,-3,-2,0,-167,-16,1,1580,1.569,992,-88,-14,3,-2619,20997,7676,822,1415,1353,1181, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
75718083,7,1.3284326,103.7878771,78,42.73,40.5,-7,-1,-24,9,-31,-77,19,0,0,-146,-12,10,1618,1.533,992,-90,-6,14,-3993,17803,11760,894,1542,1483,1161, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
75908526,7,1.3284957,103.7878957,79,38.28,24.2,7,2,13,3,-29,-84,14,-5,0,-127,-12,17,1637,1.533,982,-91,-11,5,-3318,16914,11092,999,1495,1461,1279, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
76108583,7,1.3285566,103.7878931,80,35.25,7.9,-1,2,4,0,-23,-80,-5,-4,0,-88,-19,26,1648,1.524,992,-56,-15,12,-4232,14809,13375,1108,1590,1431,1195, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
76399221,7,1.3286114,103.7878717,80,33.39,347.9,5,10,22,2,-5,-51,2,8,0,-48,-86,30,1676,1.524,1023,-36,-68,8,-5850,12594,10570,1324,1403,1514,1311, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
76509263,7,1.3286571,103.7878339,81,32.63,330,10,3,-4,19,5,-47,9,-6,0,-45,-73,30,1678,1.506,1023,-41,-51,18,-6957,12819,13040,1180,1414,1615,1359, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
76709429,7,1.3286907,103.787783,82,33.72,311.6,4,-2,-21,47,3,-64,-11,2,0,-4,-42,29,1696,1.515,1023,-9,-23,24,-6769,12002,9799,1133,1530,1738,1313, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
76909491,7,1.3287111,103.787723,84,34.5,295.8,-6,0,25,47,2,-67,-3,3,0,37,-1,5,1605,1.533,1023,30,-1,-6,-6295,8878,9452,1068,1234,1453,1220, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
77109478,7,1.3287206,103.7876573,87,36.25,282.1,-11,5,50,23,6,-48,1,8,0,39,36,0,1553,1.577,1023,36,18,-18,-4103,2982,5639,1158,1053,1214,1127, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
77399530,7,1.3287249,103.7875886,90,37.67,274.2,0,-2,29,2,1,-17,3,1,0,3,50,10,1470,1.613,1023,2,34,-5,-674,-1086,1647,985,924,953,1015, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
77509662,7,1.3287282,103.7875189,92,38.62,272,1,-1,3,1,0,-10,5,0,0,0,41,13,1429,1.631,1023,-1,28,6,-1017,-1312,563,845,891,918,890, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
77709869,7,1.3287323,103.7874493,95,38.88,272.9,2,0,-3,0,-3,-1,4,0,0,-3,5,22,1356,1.648,1023,-5,3,13,-204,-994,-2040,699,740,759,752, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
77910151,7,1.3287369,103.7873812,97,38.62,273.6,0,-1,31,2,-1,2,0,0,0,-3,0,27,1330,1.657,1023,-3,1,4,2061,-867,-2132,751,609,602,777, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
78110044,7,1.328742,103.7873152,99,37.45,274.5,0,-1,8,3,-1,3,-2,1,0,-3,0,30,1315,1.657,1023,-1,2,13,-1036,-406,-1874,676,627,625,688, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
78400221,7,1.3287469,103.787251,100,36.38,274.6,2,0,0,9,-1,3,0,0,0,-3,19,12,1303,1.666,1023,-4,11,6,82,1015,-1591,612,594,643,670, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
78510523,7,1.328751,103.7871885,102,35.24,274.4,-1,-2,-22,11,-2,3,0,-4,0,-4,0,0,1303,1.675,1023,-1,2,8,-396,1154,-1122,543,670,674,632, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
78710341,7,1.3287541,103.7871274,102,34.36,273.4,1,0,11,8,-3,3,1,4,0,-4,-9,-3,1303,1.675,1023,-4,-6,-6,75,657,-872,641,566,623,689, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
78910675,7,1.3287562,103.7870674,103,33.56,272.5,0,-2,-2,8,-1,2,-6,1,0,-4,-30,-3,1313,1.666,1002,-3,-16,-1,-1019,603,-25,638,651,649,662, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
79110518,7,1.3287576,103.7870086,103,32.89,271.7,0,2,-5,8,0,-2,-1,0,0,-3,-7,-1,1320,1.675,1002,-2,-7,1,-3362,649,584,640,659,704,654, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
79400757,7,1.3287579,103.7869502,104,32.44,270.8,-1,0,-38,8,0,-5,-6,0,0,18,-3,-1,1318,1.675,1002,13,-2,13,-3152,379,936,563,751,762,565, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
79510758,7,1.3287578,103.7868924,104,32.25,270,-4,2,7,5,0,-5,0,-1,0,15,-3,-1,1318,1.666,1002,14,-4,-3,-3658,-407,1129,669,654,658,660, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
79711072,7,1.3287571,103.7868349,104,32.03,269.5,0,0,-1,0,1,-1,3,0,0,3,-1,-1,1318,1.675,1023,3,0,0,-3658,-963,1469,651,659,674,657, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
79922063,7,1.3287569,103.7867779,104,31.9,269.5,0,-3,7,-4,1,2,-2,-1,0,0,-1,-1,1320,1.675,1023,1,3,-3,-3559,-1057,1734,694,666,618,680, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
80111488,7,1.3287578,103.7867214,104,31.59,270.4,5,0,-18,-2,1,4,-2,-3,0,0,-4,-1,1336,1.675,1023,-6,-3,6,-548,-813,2350,659,732,724,672, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
80401711,7,1.3287593,103.786665,104,31.38,271.3,3,2,-20,0,4,1,1,-2,0,1,-20,0,1403,1.657,1023,-2,-15,7,-2997,51,4153,788,856,895,793, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
80511783,7,1.3287618,103.7866076,105,31.5,272,2,0,13,4,4,0,-2,1,0,4,-18,0,1418,1.657,1023,0,-11,-5,-4492,-106,5440,895,815,855,889, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
80711863,7,1.3287648,103.7865485,105,32.42,272.8,0,-1,19,4,5,-2,-4,-3,0,12,-12,0,1449,1.648,1023,8,-7,-7,-5196,-394,4365,969,891,886,961, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
80912166,7,1.3287682,103.7864875,106,33.34,272.9,-3,0,0,2,6,-1,-2,-1,0,13,-12,0,1476,1.639,1023,12,-9,0,-5458,-841,3009,999,984,985,957, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
81112022,7,1.3287728,103.7864245,107,34.52,273.6,-1,-1,0,2,5,0,-4,-1,0,13,-12,0,1487,1.631,1023,9,-7,0,-5355,-507,4701,1017,1005,1003,990, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
81402220,7,1.3287787,103.7863597,108,35.63,274.6,0,-2,2,0,5,1,0,0,0,12,-5,0,1494,1.631,1023,8,-1,-1,-5385,-837,4923,1031,1003,1018,1020, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
81512321,7,1.3287858,103.7862933,109,36.81,275.6,0,0,2,-2,5,1,10,0,0,0,-1,0,1491,1.639,1023,0,-1,-1,-4862,-1085,4458,1012,972,1035,1028, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
81712370,7,1.3287945,103.7862263,111,37.44,276.7,5,0,0,0,5,0,2,-4,0,-3,1,0,1487,1.648,1023,-7,2,0,-4798,-1225,3050,987,987,1019,1021, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
81922632,7,1.3288043,103.7861588,113,37.75,278,0,-1,-5,2,4,0,-2,3,0,-4,24,0,1435,1.657,1023,-3,17,2,-4300,-438,3275,897,894,930,871, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
82112627,7,1.3288146,103.7860913,116,38.08,278.5,-2,-6,-1,-2,0,1,8,-1,0,-28,6,25,1415,1.657,1023,-15,11,14,-3824,-804,608,831,867,849,883, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
82403477,7,1.3288253,103.7860248,118,37.77,278.8,8,3,5,13,0,2,3,-1,0,-67,-1,43,1393,1.657,1023,-51,-4,21,-2740,3110,926,779,730,858,884, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
82512922,7,1.328835,103.7859592,120,37.02,279.5,8,-7,-6,26,0,-1,-4,-2,0,-70,-1,47,1389,1.666,1023,-53,7,28,-3415,5534,1238,695,779,864,879, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
82732888,7,1.3288412,103.7858941,122,36.46,278.2,6,0,-32,40,-9,-13,1,1,0,-75,-4,54,1380,1.666,1023,-55,-3,41,444,7240,1564,558,799,980,807, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
82913416,7,1.3288411,103.78583,124,35.93,273.3,-3,-2,-19,42,-13,-18,-3,0,0,-92,-4,64,1370,1.666,1023,-56,0,41,-1778,8226,2331,563,808,891,802, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
83113554,7,1.3288344,103.7857682,126,35.12,267.4,-2,-8,12,36,-19,-24,1,-1,0,-149,-3,67,1368,1.666,1023,-98,7,32,1241,10176,3372,587,777,800,883, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
83413489,7,1.3288195,103.7857105,128,34.1,260.4,-15,2,20,34,-24,-27,-7,1,0,-159,-3,73,1366,1.657,1023,-93,-4,33,2022,11795,7742,671,796,752,812, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
83523690,7,1.3287961,103.7856596,130,32.12,250.9,-10,1,-25,7,-18,-27,-3,-2,0,-159,-3,80,1366,1.666,1023,-98,-3,53,-488,9974,6223,612,937,817,666, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
83723601,7,1.3287665,103.7856172,132,30.05,241.1,0,5,30,-10,-10,-24,1,-5,0,-159,-1,83,1366,1.657,1023,-109,-6,35,2452,9685,7834,767,788,700,776, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
83923823,7,1.3287328,103.7855847,133,27.46,230,-2,2,12,-12,0,-8,3,-1,0,-159,0,83,1366,1.657,1023,-107,-3,41,-373,7576,7842,791,771,726,743, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
84124001,7,1.3286979,103.7855621,134,24.39,218.9,-7,0,8,-18,6,11,-4,2,0,-159,0,85,1366,1.639,1023,-101,0,44,-145,6334,9685,891,761,663,716, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
84314216,18,1.3286979,103.7855621,134,21.35,207.5,9,2,26,-20,9,26,-42,4,0,-116,0,82,1370,1.639,1023,-86,-4,36,28,5153,9324,1041,731,565,727, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
84424018,18,1.3286644,103.785549,135,21.35,207.5,-10,-4,2,-18,12,29,-6,-28,0,-6,61,60,1384,1.639,1023,6,44,32,-747,4625,9282,897,848,599,833, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
84534120,18,1.3286345,103.7855446,135,18.33,195.4,-3,-7,-3,-20,8,27,-8,-3,0,-3,70,54,1384,1.648,1023,2,52,31,-676,4036,9378,913,817,666,782, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
84734538,18,1.3286092,103.7855481,135,14.91,180.7,3,-3,-13,-16,0,13,5,0,0,14,57,29,1433,1.639,1023,5,40,20,316,2951,8774,899,920,867,889, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
84914523,17,1.3286092,103.7855481,135,13.31,162,4,0,-11,-7,-3,8,-1,5,0,-12,15,26,1546,1.604,1023,-13,11,18,-172,3930,12012,1129,1137,1123,1105, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
84934551,17,1.3285882,103.7855597,136,13.31,162,4,-3,-9,-6,-4,7,4,7,0,-18,1,27,1566,1.595,1023,-16,4,18,-61,3927,13192,1152,1163,1175,1167, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
85134510,17,1.3285705,103.7855828,135,14.02,139.2,4,-3,-3,3,-3,6,0,-3,0,-17,0,42,1733,1.524,1023,-17,4,24,-710,4443,18404,1470,1505,1491,1550, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
85425052,17,1.3285583,103.7856214,134,18.56,116.5,1,1,1,16,0,1,1,0,0,-7,-5,0,1852,1.471,1023,-8,-6,-1,-1336,5829,11120,1710,1690,1791,1791, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
85535324,17,1.3285529,103.7856774,132,26.79,100.5,0,0,3,20,2,3,0,1,0,-7,-4,-4,1885,1.436,1023,-5,-5,-5,-1911,5482,6038,1789,1742,1855,1864, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
85735713,17,1.3285548,103.7857492,131,35.92,91.1,0,0,2,18,1,8,2,1,0,-7,-3,-3,1952,1.4,1023,-3,-1,-5,-2503,4592,-539,1932,1868,1976,2020, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
85935683,17,1.3285626,103.7858347,129,44.25,86.3,0,0,-1,15,0,14,2,0,0,-7,-3,0,2000,1.409,982,-9,-7,4,-3040,2841,8490,1964,1898,1989,2044, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
86136213,17,1.3285756,103.7859304,127,51.16,83.2,5,1,0,25,3,11,-2,0,0,-7,-1,-1,2000,1.409,982,-43,-8,-1,-4127,1901,5689,1920,1837,2002,2034, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
86426763,17,1.3285916,103.786033,125,56.07,81.4,2,0,0,14,0,11,0,0,0,-7,-1,-1,2000,1.4,982,-23,4,2,-4581,1719,1471,1955,1899,1993,2046, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
86536464,17,1.3286097,103.78614,123,59.07,80.8,-1,0,0,14,4,11,1,-1,0,-7,-1,-1,2000,1.409,982,6,4,1,-4672,2333,-1718,1979,1912,2001,2039, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
86737130,17,1.3286296,103.7862506,120,61.4,80.3,2,0,-1,15,2,10,0,1,0,-7,-1,-1,2000,1.409,982,-21,0,2,-4930,2209,3785,1961,1897,2010,2037, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
86937391,17,1.3286514,103.7863636,118,63.24,79.5,0,0,2,24,2,13,0,0,0,-7,-1,-1,2000,1.427,1023,0,-4,-5,-4481,4588,-939,1934,1836,1973,2038, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
87137488,17,1.3286762,103.7864774,116,64.42,78.7,0,0,-1,12,4,12,2,0,0,-7,-1,-1,2000,1.409,1023,0,-2,3,-6045,2512,646,1985,1908,2002,2035, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
87427950,17,1.3287034,103.7865915,114,64.79,76.9,2,-1,0,17,0,11,0,0,0,-7,-1,-1,2000,1.409,1002,-19,9,-1,-4679,2393,-2683,1937,1882,1983,2047, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
87538003,17,1.3287325,103.7867055,113,65.25,76.2,0,0,0,22,3,13,0,0,0,-7,-2,-1,2000,1.409,1002,-1,4,1,-4486,4336,1446,1940,1856,1990,2037, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
87738440,17,1.3287639,103.7868191,111,65.41,75.2,0,0,0,12,1,13,2,0,0,-5,-1,-1,2000,1.4,1002,2,5,-1,-5547,2676,6264,1977,1905,1978,2045, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
87918779,18,1.3287639,103.7868191,111,65.45,73.9,-2,-1,1,16,0,13,0,0,0,-5,-3,-1,2000,1.409,1002,13,8,-4,-4580,2641,-4544,1975,1901,1969,2047, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
87938596,18,1.3287976,103.7869317,109,65.45,73.9,0,-1,1,14,-1,13,2,0,0,-5,-2,-1,2000,1.409,1002,-6,7,-5,-4222,2288,-2973,1950,1881,1963,2047, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
88139011,18,1.3288331,103.787043,108,65.05,72.9,3,0,0,22,1,11,1,0,0,-3,-3,-1,1965,1.4,1002,-17,2,-1,-5034,3571,9187,1908,1844,1983,2046, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
88429557,18,1.3288711,103.787153,107,64.77,71.8,-5,-4,-9,20,-2,6,0,0,0,-1,-20,-4,1410,1.622,1023,5,-8,1,-4563,1146,-13555,778,832,876,903, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
88539754,18,1.3289086,103.7872566,105,64.56,70.4,0,-2,-9,22,-6,2,-3,1,0,0,-23,-3,1336,1.622,1023,-1,-12,2,-5033,386,-12923,611,684,744,748, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
88739742,18,1.328942,103.787349,104,57.95,70,-10,3,-9,12,-7,-3,-4,3,0,29,-16,-5,1320,1.631,1023,30,-14,1,-3754,-1273,-10466,637,708,688,624, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
88940384,18,1.3289705,103.7874313,103,51.14,70.3,-23,-8,-2,-34,-17,8,0,3,0,71,-25,-19,1307,1.631,1023,69,-7,-9,-4314,-6487,-7122,739,824,423,565, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
89140791,18,1.3289925,103.7875073,102,45.92,71.7,-22,-25,93,-111,-76,52,1,6,0,93,-23,-5,1356,1.595,1023,82,11,-35,-3274,-13811,1048,1235,988,115,1057, ANGLE_MODE, GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE, IDLE,1,1
